efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
1,352273529	0,676136765	0,783986621	64,4611287	32,23056435	52,52710364	1,312209793	0,656104896	0,840319601	1,44785424	0,72392712	0,785197066	2	63	15	less
4,042213116	0,50527664	0,885832496	119,1704612	14,89630765	84,15408715	4,580473659	0,572559207	1,016729813	4,01216302	0,501520377	0,902435915	8	49	12	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	50	6	less
3,615978938	0,602663156	1	92,11999431	15,35333239	84,15408715	4,489581347	0,748263558	1,016729813	3,245331219	0,540888536	1	6	165	23	less
3,219483533	0,643896707	1	88,15504026	17,63100805	84,15408715	4,001686738	0,800337348	1,016729813	2,775372973	0,555074595	1	5	209	20	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	126	13	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	133	29	less
7,861295509	0,655107959	1	187,2875405	15,60729504	84,15408715	7,713844596	0,642820383	1	6,330519842	0,52754332	1	12	124	26	less
3,3472879	0,836821975	1	150,5530976	37,63827441	84,15408715	2,157884435	0,539471109	1	2,887744419	0,721936105	1	4	164	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	104	6	less
4,389364951	0,438936495	0,885832496	137,5298256	13,75298256	84,15408715	4,300200132	0,430020013	0,586987646	3,609093164	0,360909316	0,660344311	10	64	15	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	113	12	less
8,659652017	0,432982601	1	224,5094385	11,22547193	84,15408715	10,00923526	0,500461763	1	7,650156362	0,382507818	1	20	126	24	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	128	18	less
3,886174473	0,647695746	1	143,0956655	23,84927758	84,15408715	4,179674624	0,696612437	1,016729813	4,005133907	0,667522318	1	6	170	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	172	16	less
1,852273529	0,61742451	0,783986621	65,4611287	21,82037623	52,52710364	2,151370276	0,717123425	0,840319601	1,767887767	0,589295922	0,785197066	3	85	39	less
2,219483533	0,739827844	1	86,15504026	28,71834675	84,15408715	2,370164499	0,790054833	1,016729813	2,562780226	0,854260075	1	3	126	19	less
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	138	21	less
3,740511743	0,748102349	1	109,204721	21,84094419	84,15408715	3,53463855	0,70692771	1,108420719	2,93458687	0,586917374	1	5	76	8	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	115	33	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	181	18	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	129	25	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	109	18	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	68	5	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	103	19	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	118	22	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	91	15	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	61	5	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	56	12	less
4,805938937	0,686562705	1	153,8040508	21,97200725	84,15408715	4,759413002	0,679916143	1,016729813	3,847095415	0,549585059	1	7	131	20	less
4,188301278	0,598328754	0,885832496	102,275994	14,61085629	84,15408715	4,850629662	0,692947095	0,948314426	1,761814764	0,251687823	0,660344311	7	143	18	less
2,885832496	0,721458124	1	87,15408715	21,78852179	84,15408715	2,984956925	0,746239231	1	1,872937059	0,468234265	1	4	138	21	less
1,219483533	0,609741767	0,885832496	85,15504026	42,57752013	84,15408715	1,370164499	0,68508225	1,016729813	1,562780226	0,781390113	0,902435915	2	70	13	less
